gene,lineage,Mye_C1QC_corr,Mye_C1QC_qval,Mye_FABP4_corr,Mye_FABP4_qval,Mye_InflamMono_1_corr,Mye_InflamMono_1_qval,Mye_InflamMono_2_corr,Mye_InflamMono_2_qval,Mye_NonClassicalMono_corr,Mye_NonClassicalMono_qval,Mye_TissueResMac_1_corr,Mye_TissueResMac_1_qval,Mye_TissueResMac_2_corr,Mye_TissueResMac_2_qval,Mye_TissueResMac_3_corr,Mye_TissueResMac_3_qval
CREG1,Mye_TissueResMac_2,,,,,,,,,,,,,0.1475824234727928,0.0,,
LYVE1,Mye_TissueResMac_2,,,,,,,,,,,,,0.1472277598738092,0.0,,
DAB2,Mye_TissueResMac_2,,,,,,,,,,,,,0.1472181500328778,0.0,,
PLD3,Mye_TissueResMac_2,,,,,,,,,,,,,0.142516280047995,0.0,,
FEZ1,Mye_TissueResMac_2,,,,,,,,,,,,,0.1424046825472495,0.0,,
EPB41L2,Mye_TissueResMac_2,,,,,,,,,,,,,0.1415703172500041,0.0,,
CCL4,Mye_TissueResMac_2,,,,,,,,,,,,,0.140497445659178,0.0,,
MS4A4A,Mye_TissueResMac_2,,,,,,,,,,,,,0.1352438916370724,0.0,,
GATM,Mye_TissueResMac_2,,,,,,,,,,,,,0.1348875630056112,0.0,,
MARCKS,Mye_TissueResMac_2,,,,,,,,,,,,,0.1339489984427954,0.0,,
FPR3,Mye_TissueResMac_2,,,,,,,,,,,,,0.1312281800122139,0.0,,
EBI3,Mye_TissueResMac_2,,,,,,,,,,,,,0.1304443858609566,0.0,,
ETV5,Mye_TissueResMac_2,,,,,,,,,,,,,0.1301940954240855,0.0,,
BASP1,Mye_TissueResMac_2,,,,,,,,,,,,,0.1300717442981612,0.0,,
GADD45B,Mye_TissueResMac_2,,,,,,,,,,,,,0.1296352460333034,0.0,,
LGMN,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.5594371801287316,0.0
SLC40A1,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.5377524900021744,0.0
CD5L,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.5131565904306936,0.0
FOLR2,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.5083338264431356,0.0
SDC3,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4973129816834575,0.0
CXCL12,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4968831988629056,0.0
CETP,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4807941923118433,0.0
C1QC,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4801144730072564,0.0
VCAM1,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4795394333279122,0.0
NDST3,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4723058584036173,0.0
LILRB5,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4665895820834143,0.0
A2M,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4557115736670132,0.0
C1QB,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4461798435067624,0.0
MAF,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4455714917770526,0.0
ARL4C,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.444872265301977,0.0
C1orf54,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4327916350331818,0.0
RGS1,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4301619177049698,0.0
CTSB,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4185240270071724,0.0
CCL3,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.416734653160459,0.0
CD163,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4126753766136642,0.0
C1QA,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.411974433072844,0.0
EPB41L2,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4060766923664922,0.0
CDH5,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4057131285785963,0.0
TIMD4,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4056688740768083,0.0
TMEM37,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4056596660257184,0.0
LIPA,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4031609445052116,0.0
MS4A6A,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4014339424646597,0.0
APOE,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.4004444190874093,0.0
RGL1,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3974348355473425,0.0
PLTP,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3960831031036212,0.0
FPR3,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3948108671999487,0.0
DAB2,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3884693698062489,0.0
LYVE1,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3874336100949456,0.0
ABCA1,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3832478913976014,0.0
CCL4,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3832233280916534,0.0
GPR34,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.382168269056554,0.0
PLD3,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3819085858424889,0.0
ITLN1,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3751453107137938,0.0
FRMD4B,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3708600456489006,0.0
CD84,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3692465519593942,0.0
GADD45B,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3690779896806719,0.0
AXL,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3686180008120827,0.0
MARCKS,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3636990387601876,0.0
CCL4L2,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3610740389500793,0.0
GATM,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.359368384865796,0.0
CREG1,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3592787447594093,0.0
NRP1,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3554165460620071,0.0
TSPAN4,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3527254883173642,0.0
ETV5,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3509147604541524,0.0
GPNMB,Mye_TissueResMac_3,,,,,,,,,,,,,,,0.3493404128517305,0.0
